document_id,views,depth,full_reads_percent
61f9569a9a794794245a82abJ0AvX96vTAaQCiWVbzoMdw,18370.364157965276,1.1655138197779868,36.237939049317525
628c22b89a79470e553f594bQS5CqzXYRnmDdR2LaSreEw,7250.290558010711,1.058311954973038,36.01384643561562
627cb3249a7947ebdd752865XVsoyrUOT8OJJg2_finJhw,7427.805537963723,1.054908874295862,30.46330738826174
628618629a7947d4927eb812upfii3whSSuMXCqcqF8VbQ,4008.739618120413,1.0655248036594203,32.57160516218773
620e76109a7947235623695b5hzCiIHdSYKQIr8WAM18bw,97762.8107514843,1.1324739727509736,27.56969941340945
6267e9d39a79470f677fb6fajv_4Eb5ZQtip4IbvDqDuKw,20637.928205295466,1.033275468865518,26.818430514490583
624925809a79476c4461de30m1RFLN6XSPyEGdKhDO5nyA,44266.63461040527,1.1433471126385382,31.885213401916246
6239e4a39a7947e926f82194t8mN2pE6R4mAGowkxvegNw,57677.74201829244,1.125093019851239,30.941539940482425
628a1a4e9a794771555c208bICJ13mlxTMehQcRuqtV6YA,9380.005393952288,1.0655655699006665,36.53867805167969
626a5b0a9a7947627960acd0TdQDl3OoSMO5YuE7-m19eQ,7364.034643913787,1.0507236233999975,35.65652773416489
62528e479a7947535bdc6788c7U4L8VHQpuUFFaNED_q6g,13134.609438739386,1.0779481583432657,36.941236360417285
62612fe59a794783a68ada9e3TF3JpJGQJClbuUHy44UYw,29406.022986059535,1.0505246154100094,34.56103693218414
628cd9159a7947555da62ab1-m51bvtFS_yzCf2pq7lLQQ,11256.623192198509,1.050725213378847,29.409540738556327
626e410e9a79471452f15e8eZ_d1-CbUQX2PIBrowzH5OQ,7122.88298550609,1.0702311583194921,28.64567543119476
624e87269a79479dd1977cc3v9cI_OAYQ8-5gqePHxVMpw,53728.423301974384,1.1410630371662251,32.74374108282218
628b8ab29a7947e00f67dcdaNlcWeEm_RlanbLAGB-qShw,26489.298262236716,1.0489464136332047,25.775543597779006
628ccf899a79474f5151d0c3HZKtUGp9SHiIpympsFuOrw,7845.391911507977,1.0601550004622382,24.057002000759205
6249f7529a79479eb947fa1ehoBzMDQFT6mqValZu1Nr6g,23769.115960907053,1.1772067557727135,42.73076590863206
6203bbc19a7947fb724902a8BhjQOV86Qa6ER9s4eK4Mpw,22533.532304543845,1.1513279377721222,36.25499482299392
620e3f2a9a7947868328f19f5hzCiIHdSYKQIr8WAM18bw,16369.070424546073,1.141760282310059,27.906151682350156
620d18729a7947215abb84989JBgpzWFSNiMniLAH8SZaQ,21146.25712276709,1.1408462975058595,32.78118219764768
62937ab39a79475bb0821d13J6FV1xLkRbah3nyuod_sYw,3507.513155018005,1.053905750958659,31.82365724255525
623c39239a79472f1993960eMljwbh4gQuKeIA6eblcfGQ,46778.155435976776,1.131656796484887,37.95747899778375
620f3e089a79475b34ade039KtVJsteHStO5oditt3Uvzw,28710.932518644313,1.1511985570192382,33.904329913439454
6202a73f9a79479b15f9b967g4_nokAoRvaMeR66cEHVXg,60093.677252397625,1.1505529982148301,30.60287958087886
62051c4d9a79477c4a88100dvDi5_j0PQVCaKj2UJf9_gw,32836.026815638885,1.136109235753809,28.255068758804892
620dfa929a79476189b0d2c4ZnPUfntARbaIIPZcQcvL1A,18317.825385948614,1.1591613050246707,40.63805352227711
620223d99a7947592e5b2287uc9l9VjjTuW6KZZBme45rg,24507.245446196044,1.1902597638503394,43.58940438112687
620b6a7c9a794760c377c0549UuC_nw7SPu6DKHQzdxp1A,8425.575341138352,1.156788510566318,33.49742346727469
62058ec59a79471f398a053b_kwPlPE5QqWP4vZwrzwALQ,67848.32052175977,1.1504571626570086,31.386641702640226
6282c24c9a79473846c46ebam_USFkdETtGZH6Fds7rRiA,29818.763287576166,1.046600866118109,28.99131959890009
629393009a794760730dff20Ty7cfynLQayiZQcjCFMVLA,919.2708923292521,1.0676518357934897,40.61414166163952
624d79399a794748b2cab87dRbm1v5M-RIOc8TNT_xKCww,43317.060874083756,1.1515168070160027,35.75642311553766
626019089a794728f3c79697TIUG7LZwRkeqT7WiusfZtw,25202.890757346893,1.0757903523918448,32.05079506953015
6273f7009a7947233556d310MaUWXeXtSk6fnmVlyIDA3A,14929.195487512188,1.0606158015384246,28.445230907915874
623fe1149a794770821f4eaefI8XS2MXRyaNdNuJJW9VjA,209300.29111111927,1.106539826251654,27.443243253990218
6281efae9a7947e34439115eVnTuAVljQ7SgKfOfKu57jQ,7948.292493734341,1.066534621586783,31.86687352941431
627ebb289a79472e34d01ad38y6hKoMJS_aNkvNKR0-gvQ,64158.72623035286,1.070868150848705,31.180945175050507
625063979a79475de1f2072eTFz94N9QSYykYjDrMSdb7A,19411.801868075865,1.100760453475974,25.452280920499405
6242cf239a7947543933376668sKFyOSTDi9g_65WIh5iw,209271.96564530226,1.1321226707670848,35.86498247059948
61faf6249a7947274188db22GZZD1toCRFaHFkr3HdMKWg,15181.166428877159,1.158038335852915,37.800506618531976
6268e7489a79475c88d44ceaMPuwsLe1QT2F7YDXc66p4w,15309.820732948465,1.042290087647557,27.38265051986529
6267abd89a7947ee8a9d53e16BBdcn0xRdCra7S60-tMHQ,17378.652158495635,1.0445837144436585,29.794112301422032
624482489a79477d4f12aab6NvqeFzbPRfimwSLlGfHvuA,182754.58706294486,1.1239127818514727,36.495998617510956
61ff71df9a79470d13893f343PXO3SCcSy2Zav_6ejoYsQ,16767.213523873463,1.174790979676453,40.434361478980335
6261c55c9a7947bf215d147a5Lcy3mDcSV2Bffoiv6tvEQ,8084.81744191605,1.0654881667049383,44.87978334624942
61f898359a79473e96d0784cy0A9bEXUQ722-0fIdbb7qQ,26772.172727836758,1.169221513808419,36.95765643073377
6258037e9a7947a9e8a99498S1y9xzR8TJWIMfMonDbQEQ,11581.992692655702,1.064198148848743,33.87795887311929
625117b89a7947867f461f09mbd7f55-TMi1CcYjcDqsog,48282.47082658617,1.0712712944517737,29.21067123743273
620af8d89a7947404fb52b9fROpN7eLZTxyReljAlE66RQ,15538.959319420655,1.1702608267790546,44.24254207937585
61fa6aea9a7947f0a9aaf4f0laPyaRVTTXem7ijDgA1yOQ,51556.43051932778,1.1827929604021674,41.9732518239842
6209a89f9a794740a12850c5H4RHG7dZTL2wSdv3XyyzNA,3900.3189799330685,1.1649708901648492,40.61585268438338
620a46219a794781dc291a08AZGwVNwbQ8yIgsPKpyEhiA,26184.19406503883,1.1700542134967058,42.08616953720999
6260feeb9a79476a79ce041es4TzJh4_TzW8ppT-OTxjkg,9367.839022168195,1.0674645629438695,40.80204644361166
620ce7ab9a794702595dc862-5Cx53EvQDWntflGw9_jEQ,20993.9667343855,1.1543675388167047,36.978133073875576
6265bbef9a794740ac14627dFCuGAeo3RMqC5ZXD_WsDtg,2173.163564738421,1.0443821859194191,34.761179684673166
